entry_key	signature_hash	label	description	observed_count	exemplar_pids	object_type	typeOfResource	has_parent	has_children	is_ordered	datastream_ids	datastream_details_json	signature_json
pdf_object_definition_7136f2a55834	7136f2a55834	pdf object definition	Observed pdf object definition through public BDR API sampling.	5	bdr:2qxpg6tg|bdr:4ew6xmmd|bdr:5d69bd6n	pdf	still image	False	False	False	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""still image""}"
pdf_object_definition_72e671a286f1	72e671a286f1	pdf object definition	Observed pdf object definition through public BDR API sampling.	39	bdr:z4yyvvnm|bdr:8agx9bp9|bdr:dzrpgybd	pdf	text_resources	True	False	True	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":true,""is_ordered"":true,""object_type"":""pdf"",""typeOfResource"":""text_resources""}"
pdf_object_definition_7ecb310f6c59	7ecb310f6c59	pdf object definition	Observed pdf object definition through public BDR API sampling.	1	bdr:1135578	pdf	software, multimedia	False	False	False	DC|MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""DC"",""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""software, multimedia""}"
pdf_object_definition_8f8604945b7a	8f8604945b7a	pdf object definition	Observed pdf object definition through public BDR API sampling.	1	bdr:1093305	pdf	software, multimedia	False	True	False	DC|MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""software, multimedia""}"
pdf_object_definition_97c75b5bd011	97c75b5bd011	pdf object definition	Observed pdf object definition through public BDR API sampling.	1	bdr:788219	pdf	text	False	False	False	DC|MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""text""}"
pdf_object_definition_9a15f14b2c5f	9a15f14b2c5f	pdf object definition	Observed pdf object definition through public BDR API sampling.	8	bdr:mxc624ck|bdr:g7mm7ny2|bdr:wn53g272	pdf	reviews	True	False	True	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":true,""is_ordered"":true,""object_type"":""pdf"",""typeOfResource"":""reviews""}"
pdf_object_definition_9f680298bedf	9f680298bedf	pdf object definition	Observed pdf object definition through public BDR API sampling.	1	bdr:841229	pdf	text	False	True	False	DC|MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""text""}"
pdf_object_definition_a535f5623fc1	a535f5623fc1	pdf object definition	Observed pdf object definition through public BDR API sampling.	3	bdr:9b3n95rk|bdr:q88bnza3|bdr:7bf26s5q	pdf	other	True	False	True	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":true,""is_ordered"":true,""object_type"":""pdf"",""typeOfResource"":""other""}"
pdf_object_definition_aa7126c65f82	aa7126c65f82	pdf object definition	Observed pdf object definition through public BDR API sampling.	2	bdr:1102287|bdr:1148124	pdf	text	False	True	False	DC|MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""DC"",""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""text""}"
pdf_object_definition_adc9349f79b2	adc9349f79b2	pdf object definition	Observed pdf object definition through public BDR API sampling.	7	bdr:7np8t6fv|bdr:8uzgwtdv|bdr:bqre5qf6	pdf	journals	False	True	False	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""journals""}"
pdf_object_definition_aed9d2583689	aed9d2583689	pdf object definition	Observed pdf object definition through public BDR API sampling.	21	bdr:1104403|bdr:1104404|bdr:1104406	pdf	still image	False	False	False	DC|MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""DC"",""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""still image""}"
pdf_object_definition_da1656bbcc87	da1656bbcc87	pdf object definition	Observed pdf object definition through public BDR API sampling.	1	bdr:6tahqp43	pdf	images	False	False	False	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""images""}"
pdf_object_definition_ef1791260418	ef1791260418	pdf object definition	Observed pdf object definition through public BDR API sampling.	6	bdr:mfw5sgs4|bdr:7sbvr992|bdr:wa8bw44u	pdf	journals	True	False	True	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata|thumbnail	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""},{""id"":""thumbnail"",""mime_type"":""image/jpeg""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata"",""thumbnail""],""has_children"":false,""has_parent"":true,""is_ordered"":true,""object_type"":""pdf"",""typeOfResource"":""journals""}"
pdf_object_definition_fd7e94008b04	fd7e94008b04	pdf object definition	Observed pdf object definition through public BDR API sampling.	1	bdr:863sxpmh	pdf	articles	False	True	False	MODS|PDF|RELS-EXT|RELS-INT|irMetadata|rightsMetadata	"[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""PDF"",""mime_type"":""application/pdf""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""MODS"",""PDF"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""pdf"",""typeOfResource"":""articles""}"
