entry_key	signature_hash	label	description	observed_count	exemplar_pids	object_type	typeOfResource	has_parent	has_children	is_ordered	datastream_ids	datastream_details_json	signature_json
tar_object_definition_68cb22a2e814	68cb22a2e814	tar object definition	Observed tar object definition through public BDR API sampling.	1	bdr:1082415	tar	software, multimedia	False	True	False	DC|MODS|RELS-EXT|RELS-INT|TAR|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""TAR"",""mime_type"":""application/x-tar""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""TAR"",""mime_type"":""application/x-tar""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""TAR"",""irMetadata"",""rightsMetadata""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""tar"",""typeOfResource"":""software, multimedia""}"
undetermined_object_definition_14bc4801e7dd	14bc4801e7dd	undetermined object definition	Observed undetermined object definition through public BDR API sampling.	1	bdr:1054581	undetermined	mixed material	False	True	False	DC|MODS|RELS-EXT|RELS-INT|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""undetermined"",""typeOfResource"":""mixed material""}"
undetermined_object_definition_6e9712a017b5	6e9712a017b5	undetermined object definition	Observed undetermined object definition through public BDR API sampling.	2	bdr:1054717|bdr:1054744	undetermined	software, multimedia	True	False	True	DC|MODS|RELS-EXT|RELS-INT|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":true,""is_ordered"":true,""object_type"":""undetermined"",""typeOfResource"":""software, multimedia""}"
video_object_definition_644c74033009	644c74033009	video object definition	Observed video object definition through public BDR API sampling.	2	bdr:1128451|bdr:1147336	video	moving image	False	False	False	DC|MODS|RELS-EXT|RELS-INT|VIDEO-MASTER|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""VIDEO-MASTER"",""mime_type"":""video/mp4""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""VIDEO-MASTER"",""mime_type"":""video/mp4""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""VIDEO-MASTER"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""video"",""typeOfResource"":""moving image""}"
xlsx_object_definition_e609bb5496f2	e609bb5496f2	xlsx object definition	Observed xlsx object definition through public BDR API sampling.	1	bdr:1093299	xlsx	text	False	False	False	DC|MODS|RELS-EXT|RELS-INT|XLSX|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""XLSX"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""XLSX"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""XLSX"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""xlsx"",""typeOfResource"":""text""}"
zip_object_definition_06f6d148d9c5	06f6d148d9c5	zip object definition	Observed zip object definition through public BDR API sampling.	69	bdr:1002868|bdr:1002871|bdr:1002872	zip	software, multimedia	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""software, multimedia""}"
zip_object_definition_0d30f5d8ec78	0d30f5d8ec78	zip object definition	Observed zip object definition through public BDR API sampling.	1	bdr:1144738	zip	software	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""software""}"
zip_object_definition_3ceefb9ad2d3	3ceefb9ad2d3	zip object definition	Observed zip object definition through public BDR API sampling.	1	bdr:1067034	zip	software, multimedia	False	True	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":true,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""software, multimedia""}"
zip_object_definition_4a124159aee5	4a124159aee5	zip object definition	Observed zip object definition through public BDR API sampling.	2	bdr:1102322|bdr:1140620	zip	research_datasets	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""research_datasets""}"
zip_object_definition_6dbca8d94321	6dbca8d94321	zip object definition	Observed zip object definition through public BDR API sampling.	8	bdr:1078411|bdr:1078471|bdr:1078474	zip	text	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""text""}"
zip_object_definition_75434c2a4827	75434c2a4827	zip object definition	Observed zip object definition through public BDR API sampling.	20	bdr:1054596|bdr:1104399|bdr:1114617	zip	software, multimedia	True	False	True	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":true,""is_ordered"":true,""object_type"":""zip"",""typeOfResource"":""software, multimedia""}"
zip_object_definition_9068ac4adfab	9068ac4adfab	zip object definition	Observed zip object definition through public BDR API sampling.	1	bdr:1078482	zip	software, multimedia	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""software, multimedia""}"
zip_object_definition_953262dc9e74	953262dc9e74	zip object definition	Observed zip object definition through public BDR API sampling.	3	bdr:1113162|bdr:1117604|bdr:1127795	zip	mixed material	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""mixed material""}"
zip_object_definition_b3e71b20d92f	b3e71b20d92f	zip object definition	Observed zip object definition through public BDR API sampling.	2	bdr:1093374|bdr:1136944	zip	text	False	False	False	DC|MODS|RELS-EXT|RELS-INT|XLSX|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""XLSX"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""XLSX"",""mime_type"":""application/vnd.openxmlformats-officedocument.spreadsheetml.sheet""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""XLSX"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""text""}"
zip_object_definition_ec25c4a90c01	ec25c4a90c01	zip object definition	Observed zip object definition through public BDR API sampling.	1	bdr:1146780	zip	still image	False	False	False	DC|MODS|RELS-EXT|RELS-INT|ZIP|irMetadata|rightsMetadata	"[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}]"	"{""datastream_details"":[{""id"":""DC"",""mime_type"":""application/octet-stream""},{""id"":""MODS"",""mime_type"":""text/xml""},{""id"":""RELS-EXT"",""mime_type"":""text/xml""},{""id"":""RELS-INT"",""mime_type"":""text/xml""},{""id"":""ZIP"",""mime_type"":""application/zip""},{""id"":""irMetadata"",""mime_type"":""application/octet-stream""},{""id"":""rightsMetadata"",""mime_type"":""application/octet-stream""}],""datastream_ids"":[""DC"",""MODS"",""RELS-EXT"",""RELS-INT"",""ZIP"",""irMetadata"",""rightsMetadata""],""has_children"":false,""has_parent"":false,""is_ordered"":false,""object_type"":""zip"",""typeOfResource"":""still image""}"
